user_id,movie_id,rating,timestamp
196893,3882,2.0,1501821396
196893,937,3.0,1501821332
196893,6639,4.0,1501821329
196196,1449,4.0,1501821284
196893,55250,2.0,1501821259
196893,6764,2.5,1501821256
196893,56003,1.0,1501821251
196893,48161,3.5,1501821250
196893,7376,3.0,1501821248
196893,60126,2.5,1501821245
196893,90751,1.0,1501821229
196893,70706,1.0,1501821220
196893,98230,1.5,1501821215
196893,93510,1.0,1501821195
196893,103339,1.0,1501821185
196893,8958,4.0,1501821177
196893,8907,2.0,1501821154
196893,5459,2.0,1501821152
62283,99112,4.0,1501821150
196893,489,2.5,1501821149
62283,79592,4.0,1501821147
62283,138036,3.0,1501821145
196893,2701,1.0,1501821144
62283,150548,5.0,1501821143
196893,7366,1.0,1501821141
196893,1580,3.0,1501821132
62283,104211,3.5,1501821131
196893,47423,4.0,1501821109
196893,55280,3.5,1501821103
62283,166528,3.5,1501821099
62283,77455,4.0,1501821096
62283,98961,4.5,1501821092
62283,84944,3.5,1501821089
62283,114662,3.5,1501821075
62283,106916,3.0,1501821071
62283,115149,4.5,1501821068
62283,112623,4.0,1501821057
62283,105504,4.0,1501821053
62283,111360,3.5,1501821050
62283,118696,2.5,1501821028
87981,27773,3.0,1501821028
62283,87869,4.0,1501821023
196893,1883,4.0,1501821023
62283,81932,4.0,1501821010
62283,80489,5.0,1501821008
62283,95441,4.0,1501821006
62283,103249,3.5,1501820997
196893,1950,4.5,1501820993
62283,93510,4.0,1501820986
62283,93840,5.0,1501820982
62283,89492,3.5,1501820971
163258,157847,3.5,1501820971
62283,106100,4.0,1501820967
62283,115569,4.0,1501820966
62283,112183,4.0,1501820962
62283,119145,4.0,1501820933
196893,971,4.0,1501820927
62283,88744,4.0,1501820923
62283,88140,2.5,1501820920
196893,1276,4.0,1501820919
62283,88129,4.5,1501820915
62283,91658,4.5,1501820912
62283,91542,3.5,1501820909
196893,901,4.0,1501820896
62283,76251,4.5,1501820875
196893,8033,4.0,1501820853
62283,89745,3.0,1501820845
62283,91529,4.5,1501820839
62283,99114,3.0,1501820833
62283,109487,4.0,1501820831
62283,55765,3.5,1501820810
62283,7445,4.0,1501820805
62283,59615,1.5,1501820802
62283,3273,3.0,1501820788
62283,8528,4.0,1501820785
62283,44199,4.5,1501820776
62283,8972,2.5,1501820773
62283,8641,4.0,1501820766
62283,3301,3.5,1501820764
62283,8957,5.0,1501820761
62283,44665,3.5,1501820758
62283,46976,4.5,1501820751
62283,45447,4.0,1501820748
62283,40819,4.5,1501820743
196554,173273,2.0,1501820743
62283,57669,4.5,1501820735
62283,8376,3.5,1501820726
62283,4367,1.5,1501820724
62283,8361,2.5,1501820720
196893,3257,3.5,1501820720
97948,858,5.0,1501820707
126655,80906,4.0,1501820707
196893,4022,4.0,1501820692
196893,7347,3.0,1501820683
97948,1213,5.0,1501820659
62283,3785,4.5,1501820656
62283,81591,4.5,1501820653
62283,80463,4.0,1501820647
62283,4447,2.5,1501820645
126655,143657,4.0,1501820640
62283,56174,3.5,1501820637
62283,48385,4.0,1501820633
62283,51255,4.5,1501820628
62283,73017,4.0,1501820625
62283,81845,4.0,1501820619
62283,45722,2.5,1501820611
62283,8644,3.5,1501820604
62283,6502,5.0,1501820596
62283,55820,5.0,1501820595
62283,3753,4.5,1501820594
62283,56367,4.0,1501820585
62283,8874,4.5,1501820579
62283,7438,4.5,1501820570
62283,5418,5.0,1501820565
62283,33794,4.0,1501820559
62283,4963,4.0,1501820555
62283,6874,3.5,1501820549
62283,79132,4.0,1501820546
62283,6539,3.5,1501820541
62283,58559,5.0,1501820538
62283,4306,4.5,1501820535
126655,135567,3.0,1501820535
62283,4993,3.5,1501820532
62283,5952,2.0,1501820530
62283,7153,4.5,1501820528
62283,3578,5.0,1501820524
110172,129779,4.0,1501820513
62283,5574,3.5,1501820506
62283,6287,4.0,1501820495
62283,5507,3.5,1501820480
62283,6157,0.5,1501820464
62283,5219,1.5,1501820460
62283,5254,2.5,1501820458
62283,3969,3.5,1501820455
62283,5872,4.0,1501820452
62283,6936,5.0,1501820449
62283,5810,4.0,1501820448
62283,6188,5.0,1501820445
62283,5630,4.0,1501820443
62283,4701,4.0,1501820430
62283,4638,1.0,1501820420
62283,4239,4.0,1501820417
62283,3300,4.0,1501820414
62283,4148,4.0,1501820412
62283,4369,4.0,1501820410
62283,3863,3.0,1501820405
62283,3916,4.0,1501820404
62283,5956,3.5,1501820399
62283,4816,4.0,1501820392
62283,3752,4.5,1501820390
93437,106491,3.0,1501820390
62283,4776,5.0,1501820387
126655,167064,3.0,1501820383
62283,3535,4.5,1501820379
62283,3911,4.0,1501820375
62283,5679,5.0,1501820366
62283,6378,4.0,1501820359
62283,5010,5.0,1501820357
62283,6863,3.5,1501820355
62283,5459,3.5,1501820350
62283,6373,3.0,1501820346
62283,5669,1.5,1501820343
62283,7143,4.0,1501820341
62283,589,5.0,1501820332
62283,110,5.0,1501820331
62283,1210,4.5,1501820327
62283,1036,5.0,1501820325
62283,260,5.0,1501820319
62283,2571,5.0,1501820317
27952,81641,3.0,1501820299
196893,1343,3.5,1501820292
27952,141954,2.0,1501820283
27952,82378,2.5,1501820276
212734,108633,3.5,1501820259
196893,70286,2.5,1501820248
196893,551,4.5,1501820246
62283,527,2.5,1501820237
62283,1198,5.0,1501820236
62283,1196,5.0,1501820230
212734,2014,4.0,1501820229
62283,318,4.0,1501820228
212734,3210,3.5,1501820223
212734,5103,4.0,1501820179
212734,37853,4.0,1501820151
212734,1805,5.0,1501820125
212734,3063,4.0,1501820100
212734,1962,5.0,1501820082
212734,4326,4.0,1501820061
27952,91978,3.0,1501820051
212734,3111,5.0,1501820049
212734,58803,4.5,1501820016
212734,4128,3.5,1501819997
212734,1259,4.5,1501819970
167720,5296,1.5,1501819964
256699,176211,5.0,1501819960
212734,318,4.5,1501819957
212734,5294,4.5,1501819921
212734,2840,4.5,1501819900
27952,5732,3.5,1501819884
27952,108188,3.0,1501819849
196893,4306,3.0,1501819824
212734,151749,3.5,1501819822
196893,6377,3.5,1501819818
212734,2346,5.0,1501819818
196893,4886,4.0,1501819817
27952,4262,3.0,1501819815
212734,8373,1.0,1501819814
27952,114847,3.0,1501819806
212734,4815,5.0,1501819790
212734,635,5.0,1501819738
212734,2411,0.5,1501819719
212734,2410,0.5,1501819718
27952,733,2.5,1501819704
212734,4007,2.5,1501819704
212734,1422,2.0,1501819696
212734,30707,0.5,1501819686
27952,162610,2.5,1501819680
27952,116823,3.5,1501819676
212734,7160,2.0,1501819670
212734,46335,3.5,1501819667
212734,112515,2.5,1501819653
27952,27049,2.0,1501819644
212734,27220,2.5,1501819643
212734,8958,2.0,1501819639
212734,1586,0.5,1501819637
212734,33660,0.5,1501819630
212734,4776,2.0,1501819625
212734,2881,3.5,1501819623
212734,2858,4.0,1501819620
212734,45672,3.0,1501819606
212734,16,3.5,1501819603
212734,3107,2.0,1501819601
212734,736,4.0,1501819595
212734,1721,2.5,1501819589
212734,5956,0.5,1501819586
196893,33679,2.5,1501819574
212734,8533,2.5,1501819572
196893,4025,3.0,1501819571
212734,67923,3.5,1501819569
212734,2409,0.5,1501819566
212734,1090,0.5,1501819558
212734,1955,1.0,1501819553
212734,802,2.5,1501819540
212734,30812,2.5,1501819531
212734,4239,4.0,1501819526
212734,2407,4.0,1501819524
212734,1213,4.0,1501819521
212734,2959,0.5,1501819506
212734,3105,2.5,1501819497
212734,500,2.5,1501819487
221327,173291,3.0,1501819483
212734,2302,0.5,1501819464
212734,3255,2.5,1501819459
212734,1302,4.5,1501819452
212734,72641,4.0,1501819450
212734,106916,3.5,1501819430
212734,41569,3.5,1501819422
212734,1968,3.0,1501819418
212734,2797,3.0,1501819410
212734,80463,2.5,1501819407
196893,6539,4.0,1501819406
196893,96610,2.5,1501819403
212734,349,3.5,1501819395
212734,858,4.0,1501819391
212734,3408,4.0,1501819383
212734,8781,3.5,1501819361
212734,590,4.0,1501819357
212734,56587,3.5,1501819347
212734,5108,2.5,1501819328
212734,106782,4.0,1501819309
207098,86320,4.5,1501819306
212734,2268,3.0,1501819302
212734,27839,2.5,1501819300
167247,115617,4.5,1501819286
212734,1961,3.0,1501819284
196893,7438,3.0,1501819149
251519,471,2.0,1501818959
212734,33166,1.5,1501818951
212734,11,2.5,1501818947
212734,97923,3.0,1501818932
212734,5989,3.0,1501818922
212734,1207,2.5,1501818904
212734,1754,2.5,1501818895
212734,350,3.0,1501818881
212734,3147,5.0,1501818869
212734,3969,2.5,1501818855
212734,1584,3.0,1501818851
212734,7321,2.5,1501818838
212734,55955,2.0,1501818826
212734,4262,0.5,1501818805
212734,5266,1.5,1501818802
212734,162602,3.5,1501818787
212734,3578,0.5,1501818776
212734,47099,0.5,1501818772
212734,2028,0.5,1501818768
212734,99114,2.5,1501818758
212734,6879,4.0,1501818747
212734,5014,3.5,1501818743
212734,2762,4.0,1501818725
212734,34323,4.0,1501818721
212734,1247,3.0,1501818714
196893,95199,1.0,1501818709
212734,4874,3.5,1501818707
194115,76130,3.0,1501818702
212734,2513,3.5,1501818701
196893,4310,1.0,1501818696
196893,47382,2.0,1501818692
212734,164179,1.5,1501818683
212734,64716,2.5,1501818679
212734,2529,4.0,1501818659
212734,1625,3.5,1501818653
196893,58998,3.0,1501818650
212734,6187,4.0,1501818648
196893,7444,2.5,1501818647
196893,253,3.5,1501818645
212734,7646,3.0,1501818641
196893,2096,2.5,1501818637
212734,4022,3.5,1501818635
212734,53129,4.0,1501818632
212734,26693,5.0,1501818626
196893,39183,2.0,1501818612
196893,4700,3.0,1501818609
196893,1022,3.0,1501818608
196893,1566,4.0,1501818605
212734,51412,2.5,1501818603
196893,595,4.0,1501818595
212734,6,3.0,1501818593
196893,588,4.5,1501818588
196893,1197,4.0,1501818586
212734,2001,3.0,1501818586
212734,4369,3.5,1501818583
212734,3717,2.5,1501818563
212734,45186,1.5,1501818540
212734,33679,4.0,1501818528
212734,587,2.5,1501818510
212734,1722,4.0,1501818506
27952,96417,2.5,1501818500
212734,45447,4.0,1501818498
212734,69306,3.5,1501818482
212734,96079,4.5,1501818477
212734,53972,0.5,1501818474
212734,296,1.5,1501818460
212734,71530,2.5,1501818448
212734,8972,3.5,1501818437
212734,73321,3.5,1501818428
212734,8361,4.5,1501818424
189131,1732,3.5,1501818419
212734,380,1.0,1501818417
212734,1996,1.5,1501818414
212734,68554,4.5,1501818407
212734,84621,5.0,1501818404
212734,52458,3.5,1501818401
212734,53322,3.5,1501818382
27952,7044,3.0,1501818381
212734,3082,4.0,1501818376
167720,429,2.0,1501818374
27952,157699,2.5,1501818371
212734,648,2.0,1501818363
251519,7147,4.0,1501818358
27952,2551,3.0,1501818351
212734,288,1.0,1501818351
27952,3204,3.0,1501818349
212734,47200,1.0,1501818341
212734,292,3.0,1501818319
212734,5502,5.0,1501818310
167720,72224,2.0,1501818306
212734,72380,2.5,1501818302
212734,1573,2.0,1501818299
212734,49278,2.5,1501818292
212734,121231,0.5,1501818263
212734,4963,4.0,1501818251
212734,88744,3.5,1501818237
212734,51569,2.0,1501818221
212734,100359,4.0,1501818218
212734,1892,3.0,1501818212
212734,59369,3.0,1501818207
212734,45662,3.0,1501818190
212734,2989,4.0,1501818172
251519,6151,3.5,1501818172
212734,160571,2.5,1501818152
212734,2353,4.0,1501818141
212734,8783,3.5,1501818134
212734,32029,2.5,1501818112
212734,7254,4.0,1501818109
212734,53127,2.0,1501818101
212734,51086,3.5,1501818098
212734,6323,4.5,1501818081
196893,104,2.5,1501818078
212734,165,1.0,1501818078
212734,2947,4.0,1501818064
212734,80846,3.5,1501818058
212734,1620,2.0,1501818056
212734,96610,2.5,1501818047
212734,7347,3.5,1501818037
212734,54286,1.5,1501818032
212734,55820,1.0,1501818021
212734,1608,3.0,1501818011
212734,454,5.0,1501817983
196893,40574,0.5,1501817966
212734,7445,3.0,1501817964
212734,80094,3.0,1501817960
196893,66659,2.0,1501817956
212734,140523,0.5,1501817956
212734,37727,3.0,1501817940
212734,1998,1.5,1501817926
27952,52604,3.0,1501817923
212734,74458,3.5,1501817918
27952,2948,3.5,1501817908
196893,6212,2.5,1501817905
196893,133583,4.0,1501817904
27952,91535,3.0,1501817903
212734,85788,3.5,1501817903
212734,103688,5.0,1501817897
212734,332,3.5,1501817892
212734,2121,3.0,1501817881
196893,7261,2.0,1501817876
196893,74450,0.5,1501817871
196893,32589,1.0,1501817870
196893,105715,1.0,1501817869
212734,102903,4.0,1501817865
196893,5991,4.5,1501817863
196893,42732,3.0,1501817860
212734,37720,2.5,1501817858
212734,1345,3.5,1501817852
212734,188,4.5,1501817846
212734,1552,2.5,1501817843
212734,2000,3.0,1501817833
27952,74795,3.0,1501817822
212734,879,3.5,1501817822
212734,1499,3.0,1501817817
27952,160438,3.5,1501817815
212734,48780,3.5,1501817811
212734,3708,4.0,1501817807
212734,3499,3.0,1501817801
212734,74452,3.5,1501817798
27952,4855,3.0,1501817793
212734,167740,3.5,1501817793
212734,49530,4.0,1501817784
212734,457,4.0,1501817782
212734,328,4.0,1501817779
212734,161634,3.0,1501817771
212734,97188,3.5,1501817767
212734,1350,5.0,1501817758
212734,2118,2.5,1501817753
212734,47,3.0,1501817748
212734,593,3.0,1501817741
212734,79132,3.5,1501817736
196893,81782,3.0,1501817726
196893,43930,1.0,1501817724
196893,59399,2.5,1501817717
196893,98243,3.0,1501817711
196893,93326,0.5,1501817708
196893,60948,3.0,1501817702
196893,8808,1.5,1501817690
212734,70695,3.5,1501817674
196893,3755,2.0,1501817672
212734,91831,3.0,1501817660
196893,605,3.5,1501817659
212734,86295,3.0,1501817648
196893,80126,3.5,1501817644
212734,1326,3.5,1501817643
196893,6873,2.0,1501817640
27952,107840,2.5,1501817639
196893,39292,4.0,1501817638
212734,81270,3.5,1501817638
212734,742,4.5,1501817635
196893,5881,3.5,1501817633
196893,70,3.5,1501817630
196893,8984,2.0,1501817628
27952,71057,2.5,1501817623
196893,40583,3.0,1501817622
27952,3230,3.0,1501817621
196893,72226,3.5,1501817618
212734,73929,4.5,1501817613
212734,1981,3.5,1501817598
27952,68347,2.5,1501817595
212734,63436,1.0,1501817578
212734,1976,4.5,1501817566
212734,1977,5.0,1501817558
196893,142536,2.0,1501817547
196893,134528,0.5,1501817541
196893,60941,2.0,1501817540
196893,66203,2.0,1501817538
196893,116781,0.5,1501817531
212734,115534,5.0,1501817524
212734,71878,3.5,1501817512
212734,148671,1.5,1501817497
212734,51937,2.5,1501817491
196893,27616,2.0,1501817468
212734,31431,3.5,1501817467
27952,100244,3.0,1501817458
196893,69606,1.0,1501817455
196893,32596,1.0,1501817453
196893,805,4.5,1501817450
212734,48518,3.5,1501817450
196893,95449,3.0,1501817449
212734,80831,2.5,1501817443
196893,157338,3.0,1501817436
212734,2167,2.5,1501817428
256699,170827,0.5,1501817413
256699,167370,2.5,1501817409
27952,166568,2.5,1501817404
62435,98961,4.0,1501817401
256699,166558,2.0,1501817398
196893,90057,4.0,1501817390
256699,165141,0.5,1501817390
212734,103075,3.0,1501817388
212734,114713,5.0,1501817381
256699,168254,3.5,1501817381
212734,77798,1.5,1501817376
256699,122896,0.5,1501817374
256699,162600,5.0,1501817370
62435,166528,3.0,1501817368
212734,2338,4.0,1501817368
256699,168366,5.0,1501817363
212734,68952,4.0,1501817361
256699,166635,5.0,1501817361
196893,48738,3.0,1501817360
27952,91842,2.5,1501817359
212734,6880,3.5,1501817356
256699,173145,5.0,1501817351
212734,1756,3.5,1501817339
256699,122922,3.0,1501817328
256699,143355,5.0,1501817323
256699,164909,5.0,1501817322
256699,122926,5.0,1501817316
256699,166528,4.0,1501817314
62435,80489,4.0,1501817310
62435,50872,4.0,1501817308
256699,166461,5.0,1501817308
256699,122918,5.0,1501817306
212734,2668,3.5,1501817299
196893,112556,4.5,1501817291
256699,134853,5.0,1501817291
256699,68954,5.0,1501817289
212734,58975,3.0,1501817287
212734,44397,3.0,1501817284
212734,2122,4.0,1501817275
256699,168252,5.0,1501817269
62435,69481,4.0,1501817266
256699,164179,5.0,1501817264
256699,163134,5.0,1501817263
212734,140529,3.5,1501817260
212734,52283,4.0,1501817254
212734,1991,2.5,1501817247
212734,33085,4.5,1501817241
40073,68659,4.0,1501817238
212734,1342,3.0,1501817232
212734,8870,3.5,1501817223
212734,130448,2.0,1501817217
212734,3840,3.5,1501817209
212734,1644,4.5,1501817197
212734,68941,4.5,1501817192
212734,31427,4.5,1501817187
27952,25763,4.0,1501817185
212734,52644,2.5,1501817181
27952,47950,3.0,1501817166
212734,1992,1.0,1501817166
164019,173941,3.0,1501817161
27952,80736,3.0,1501817154
164019,173145,4.0,1501817152
212734,51927,3.5,1501817148
212734,891,0.5,1501817143
62435,120466,2.5,1501817142
164019,101285,4.0,1501817141
212734,8861,0.5,1501817140
212734,5219,0.5,1501817139
164019,101893,4.5,1501817131
212734,56145,4.0,1501817130
212734,1717,3.5,1501817127
267017,110882,3.5,1501817126
212734,1969,1.0,1501817122
267017,171763,4.0,1501817120
164019,102033,3.5,1501817119
62435,116797,3.5,1501817117
212734,4561,4.0,1501817110
212734,6290,3.5,1501817105
212734,1346,3.5,1501817101
268681,858,4.0,1501817099
196893,100322,3.5,1501817098
212734,1999,5.0,1501817094
268681,2398,5.0,1501817093
212734,61262,4.5,1501817091
268681,1246,5.0,1501817089
212734,3409,4.0,1501817080
267017,122926,4.0,1501817080
62435,149334,3.5,1501817079
268681,1247,5.0,1501817078
212734,2327,4.5,1501817077
212734,1975,4.5,1501817075
212734,1995,5.0,1501817069
212734,70159,2.5,1501817062
212734,1970,2.0,1501817057
268681,750,5.0,1501817055
268681,1276,5.0,1501817050
212734,2120,4.0,1501817047
268681,1262,4.0,1501817047
196893,104841,2.5,1501817046
212734,1407,4.0,1501817044
268681,39183,4.0,1501817042
268681,1204,5.0,1501817037
212734,7454,1.0,1501817036
268681,1230,4.0,1501817035
268681,899,3.0,1501817029
212734,45081,3.5,1501817024
268681,903,3.0,1501817022
6417,62250,4.0,1501817019
212734,34532,5.0,1501817018
62435,105037,2.5,1501817015
268681,1203,5.0,1501817014
212734,2787,4.0,1501817013
268681,904,5.0,1501817012
212734,4876,3.0,1501817007
212734,93840,3.5,1501816995
212734,70,4.0,1501816992
212734,253,4.0,1501816989
212734,1130,4.0,1501816985
62435,102993,3.0,1501816984
212734,1327,5.0,1501816980
212734,3016,4.5,1501816970
212734,6952,4.0,1501816967
196893,163094,4.0,1501816966
212734,8947,3.5,1501816962
268681,110586,4.0,1501816961
196893,161582,5.0,1501816960
212734,2517,4.0,1501816959
212734,1974,5.0,1501816956
268681,1270,4.0,1501816955
212734,6058,4.0,1501816949
268681,1682,4.0,1501816948
212734,2459,4.0,1501816944
268681,3549,5.0,1501816942
268681,88125,5.0,1501816939
212734,39446,2.0,1501816934
268681,148626,5.0,1501816933
212734,8957,2.0,1501816932
212734,968,3.5,1501816923
212734,4148,3.0,1501816920
212734,166534,4.5,1501816912
268681,1962,4.5,1501816907
212734,1645,5.0,1501816903
212734,5679,2.5,1501816900
212734,2160,5.0,1501816897
212734,31696,4.5,1501816891
268681,2396,3.0,1501816888
212734,1994,5.0,1501816884
268681,3448,5.0,1501816884
212734,1982,2.5,1501816881
268681,588,4.0,1501816880
268681,143385,4.0,1501816874
212734,1321,3.5,1501816869
212734,56174,4.5,1501816863
268681,160980,4.0,1501816863
268681,1090,4.0,1501816857
212734,5630,2.5,1501816851
212734,1997,5.0,1501816847
268681,1951,5.0,1501816847
268681,89904,2.5,1501816844
212734,71535,3.5,1501816842
62435,162606,2.5,1501816838
212734,61240,3.5,1501816837
268681,36517,4.0,1501816835
268681,1028,5.0,1501816832
212734,1258,4.0,1501816831
268681,590,5.0,1501816829
212734,1219,3.5,1501816826
212734,1387,4.0,1501816822
212734,4720,2.5,1501816819
268681,34437,4.0,1501816812
62435,163118,2.0,1501816787
6417,108220,4.0,1501816778
7155,165551,3.0,1501816744
139927,5568,4.0,1501816734
139927,1572,4.0,1501816726
139927,8183,5.0,1501816720
62435,58998,3.0,1501816719
212734,173941,5.0,1501816716
212734,168252,2.5,1501816680
212734,168250,5.0,1501816668
212734,34162,1.5,1501816640
212734,47610,3.5,1501816635
212734,6870,3.0,1501816627
139927,1056,5.0,1501816623
139927,2774,3.0,1501816602
212734,356,4.0,1501816602
141961,26840,3.5,1501816586
139927,30850,4.0,1501816585
62435,51255,4.5,1501816561
139927,4191,4.0,1501816559
139927,7983,5.0,1501816548
62435,7438,3.5,1501816538
62435,6874,4.0,1501816533
141961,1419,3.5,1501816526
139927,3008,5.0,1501816487
139927,4276,3.5,1501816483
6417,1197,3.5,1501816482
139927,1535,5.0,1501816478
6417,293,4.0,1501816476
6417,3911,3.5,1501816464
6417,26662,4.0,1501816447
139927,5237,3.0,1501816436
6417,85438,5.0,1501816414
139927,1454,4.0,1501816408
139927,4784,4.0,1501816403
139927,2691,3.5,1501816375
139927,6786,5.0,1501816366
139927,5438,2.5,1501816360
6417,37731,3.0,1501816336
6417,5134,3.0,1501816327
139927,7089,5.0,1501816325
139927,4407,4.0,1501816323
139927,2445,3.0,1501816313
139927,2437,5.0,1501816292
6417,2542,4.0,1501816291
139927,4009,3.5,1501816271
139927,2024,4.5,1501816248
5990,5445,3.5,1501816235
139927,6436,3.5,1501816204
139927,668,5.0,1501816180
6417,50872,3.0,1501816166
139927,6783,5.0,1501816166
6417,54001,4.0,1501816162
6417,93721,3.0,1501816148
139927,4003,5.0,1501816130
6417,139385,3.5,1501816126
139927,4357,5.0,1501816122
6417,135133,4.0,1501816121
6417,72226,4.0,1501816086
6417,79132,4.0,1501816074
6417,57669,3.0,1501816072
6417,1884,4.0,1501816059
139927,3350,5.0,1501816057
6417,65261,5.0,1501816046
139927,5004,5.0,1501816046
139927,414,2.5,1501816037
139927,6974,1.5,1501816033
139927,4912,4.0,1501816025
6417,1247,2.0,1501816024
6417,6350,4.0,1501816021
139927,4285,4.5,1501816019
6417,1193,2.0,1501816016
6417,1136,4.0,1501816013
139927,5214,3.0,1501816004
6417,903,3.0,1501816001
139927,4705,5.0,1501815998
5990,3147,4.0,1501815991
6417,1201,4.5,1501815984
6417,5971,4.0,1501815974
6417,3000,5.0,1501815966
139927,6785,4.0,1501815966
141961,118898,3.5,1501815962
139927,6985,5.0,1501815943
139927,5522,5.0,1501815924
6417,128610,4.0,1501815915
228943,26364,3.0,1501815870
139927,7008,4.5,1501815841
270123,138208,3.5,1501815836
139927,7618,3.5,1501815833
139927,3422,3.5,1501815826
139927,26680,5.0,1501815820
6417,33779,4.0,1501815815
139927,3569,5.0,1501815813
139927,456,5.0,1501815788
139927,2306,2.0,1501815731
6417,98961,5.0,1501815674
139927,1875,4.0,1501815660
4916,4096,2.5,1501815646
139927,2290,3.5,1501815638
6417,7445,2.5,1501815636
6417,135143,3.0,1501815623
139927,3700,5.0,1501815615
139927,2495,5.0,1501815605
6417,89492,3.0,1501815603
139927,3550,5.0,1501815595
6417,8910,3.0,1501815592
139927,1897,4.0,1501815584
6417,3556,3.0,1501815583
139927,8337,5.0,1501815571
6417,56367,2.0,1501815567
66016,6215,2.0,1501815565
139927,7234,5.0,1501815564
139927,242,4.0,1501815558
6417,2918,4.0,1501815554
139927,2943,4.0,1501815554
6417,6863,3.0,1501815542
6417,54995,3.0,1501815539
139927,3470,5.0,1501815534
62435,1682,3.5,1501815528
6417,55765,3.0,1501815525
139927,5339,3.5,1501815522
6417,76251,3.0,1501815517
139927,7836,4.5,1501815515
139927,4488,3.5,1501815505
6417,1729,3.0,1501815489
6417,34437,3.0,1501815462
139927,3426,4.0,1501815454
139927,4506,3.5,1501815450
6417,112183,3.0,1501815436
6417,53519,3.0,1501815430
139927,3090,5.0,1501815422
139927,459,2.0,1501815419
6417,97304,3.0,1501815410
139927,4809,4.5,1501815381
